"4840336","ASTRO CITY LOVERS QUARREL HC","our price","13.77","reduced from","18.99","DC COMICS"
"4840337","ASTRO CITY PRIVATE LIVES TP","our price","9.42","reduced from","12.99","DC COMICS"
"4840338","FBP FEDERAL BUREAU OF PHYSICS #24 ",,"2.65",,,"DC COMICS"
"4840339","FABLES THE WOLF AMONG US #9 ",,"2.65",,,"DC COMICS"
"4840340","FABLES THE WOLF AMONG US TP 01 ","our price","10.87","reduced from","14.99","DC COMICS"
"4840341","SUICIDERS HC 01 ","our price","12.32","reduced from","16.99","DC COMICS"
"4840342","WOLF MOON TP ","our price","7.97","reduced from","10.99","DC COMICS"
"4840343","SANDMAN TP 01 PRELUDES & NOCTURNES NEW ED  ",,"12.50",,,"DC COMICS"
"4840344","INJUSTICE GODS AMONG US YEAR TWO TP 01 ",,"8.99",,,"DC COMICS"
"4840345","DC UNIVERSE VS MASTERS OF THE UNIVERSE TP ",,"8.99",,,"DC COMICS"
"4840346","MORTAL KOMBAT X TP 01  ",,"8.99",,,"DC COMICS"
"4840347","SENSATION COMICS FEATURING WONDER WOMAN TP 01 ",,"8.99",,,"DC COMICS"
"4840348","ARROW TV STARLING CITY POLICE BADGE",,"23.05",,,"DC COMICS"
"4840349","DC COMICS ICONS HARLEY QUINN STATUE",,"76.78",,,"DC COMICS"
"4840350","DC COMICS COVER GIRLS BLACK CANARY STATUE",,"76.78",,,"DC COMICS"
"4840351","DC COMICS DES' DODSON EARTH 1 TT STARFIRE AF",,"17.05",,,"DC COMICS"
"4840352","DC COMICS DES' DODSON EARTH 1 TT CYBORG AF",,"17.05",,,"DC COMICS"
"4840353","DC COMICS DES' DODSON EARTH 1 TT BEAST BOY AF",,"17.05",,,"DC COMICS"
"4840354","DC COMICS DES' DODSON EARTH 1 TT RAVEN AF",,"17.05",,,"DC COMICS"
"4840355","BATMAN MASK OF THE PHANTASM ACTION FIG.2 PACK",,"30.70",,,"DC COMICS"
"4840356","DC COMICS SUPER HEROES WONDER WOMAN BUST",,"38.38",,,"DC COMICS"
"4840357","BATMAN ANIMATED NBA BATMAN AF ",,"17.05",,,"DC COMICS"
"4840358","BATMAN ANIMATED BAS CATWOMAN AF ",,"17.05",,,"DC COMICS"
"4840359","BATMAN ANIMATED BAS ROBIN AF ",,"17.05",,,"DC COMICS"
"4840360","BATMAN ANIMATED BAS THE JOKER AF ",,"17.05",,,"DC COMICS"
"4840361","DC COMICS BOMBSHELLS STATUE HOL.HARLEY QUINN ",,"95.00",,,"DC COMICS"
"4840362","STAR WARS ARTIFACT ED HC  ","our price","72.49","reduced from","99.99","IDW PUBLISHING"
"4840363","TMNT CASEY & APRIL #4  ",,"2.65",,,"IDW PUBLISHING"
"4840364","TMNT CASEY & APRIL #4  SUBSCRIPTION VAR ",,"2.65",,,"IDW PUBLISHING"
"4840365","TMNT AMAZING ADVENTURES #2 ",,"2.65",,,"IDW PUBLISHING"
"4840366","TMNT AMAZING ADVENTURES #2 SUBSCRIPTION VAR ",,"2.65",,,"IDW PUBLISHING"
"4840367","TMNT ONGOING #50 REG CVR A ",,"4.99",,,"IDW PUBLISHING"
"4840368","TMNT ONGOING #50 REG CVR C ",,"4.99",,,"IDW PUBLISHING"
"4840369","TMNT ONGOING #50 REG CVR B ",,"4.99",,,"IDW PUBLISHING"
"4840370","TMNT ONGOING #50 SUBSCRIPTION VAR ",,"4.99",,,"IDW PUBLISHING"
"4840371","TMNT ONGOING #50 VARIANT 1-10",,"5.99",,,"IDW PUBLISHING"
"4840372","TMNT HC KEVIN EASTMAN COVERS 2011 - 2015","our price","21.74","reduced from","29.99","IDW PUBLISHING"
"4840373","TMNT COLOR CLASSICS SERIES 3 #9 ",,"2.65",,,"IDW PUBLISHING"
"4840374","TMNT NEW ANIMATED ADVENTURES TPBK VOL.6",,"10.99",,,"IDW PUBLISHING"
"4840375","TMNT NEW ANIMATED ADVENTURES TPBK VOL.1",,"10.99",,,"IDW PUBLISHING"
"4840376","TMNT NEW ANIMATED ADVENTURES TPBK VOL.2",,"10.99",,,"IDW PUBLISHING"
"4840377","TMNT NEW ANIMATED ADVENTURES TPBK VOL.3",,"10.99",,,"IDW PUBLISHING"
"4840378","TMNT NEW ANIMATED ADVENTURES TPBK VOL.4",,"10.99",,,"IDW PUBLISHING"
"4840379","TMNT NEW ANIMATED ADVENTURES TPBK VOL.5",,"10.99",,,"IDW PUBLISHING"
"4840380","ATOMIC ROBO & THE RING OF FIRE #1 ",,"2.65",,,"IDW PUBLISHING"
"4840381","ATOMIC ROBO & THE RING OF FIRE #1  SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840382","ATOMIC ROBO GN EVERYTHING EXPLODES COLLECTION","our price","21.74","reduced from","29.99","IDW PUBLISHING"
"4840383","DANGER GIRL RENEGADE #1 ",,"2.65",,,"IDW PUBLISHING"
"4840384","DANGER GIRL RENEGADE #1  VARIANT 1-10 CVR",,"5.99",,,"IDW PUBLISHING"
"4840385","DANGER GIRL TP 01 DESTINATION DANGER ",,"12.50",,,"IDW PUBLISHING"
"4840386","DANGER GIRL BACK IN BLACK TP ",,"10.99",,,"IDW PUBLISHING"
"4840387","DANGER GIRL DLX ED TP ",,"17.99",,,"IDW PUBLISHING"
"4840388","DANGER GIRL GI JOE HC ",,"15.25",,,"IDW PUBLISHING"
"4840389","DANGER GIRL MAYDAY TP ",,"10.99",,,"IDW PUBLISHING"
"4840390","DANGER GIRL REVOLVER TP ",,"10.99",,,"IDW PUBLISHING"
"4840391","DANGER GIRL THE CHASE TP ",,"10.99",,,"IDW PUBLISHING"
"4840392","DANGER GIRL TRINITY TP ",,"10.99",,,"IDW PUBLISHING"
"4840393","D4VE2 #1 ",,"2.65",,,"IDW PUBLISHING"
"4840394","D4VE2 #1  SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840396","D4VE TP 01","our price","10.87","reduced from","14.99","IDW PUBLISHING"
"4840397","STAR TREK ONGOING #49",,"2.65",,,"IDW PUBLISHING"
"4840398","STAR TREK ONGOING #49 SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840399","STAR TREK ONGOING TP 10","our price","10.87","reduced from","14.99","IDW PUBLISHING"
"4840400","STAR TREK ONGOING TP 01 ",,"10.99",,,"IDW PUBLISHING"
"4840401","STAR TREK ONGOING TP 02 ",,"10.99",,,"IDW PUBLISHING"
"4840402","STAR TREK ONGOING TP 03 ",,"10.99",,,"IDW PUBLISHING"
"4840403","STAR TREK ONGOING TP 04 ",,"10.99",,,"IDW PUBLISHING"
"4840404","STAR TREK ONGOING TP 05 ",,"10.99",,,"IDW PUBLISHING"
"4840405","STAR TREK ONGOING TP 06 AFTER DARKNESS ",,"10.99",,,"IDW PUBLISHING"
"4840406","STAR TREK ONGOING TP 07 ",,"10.99",,,"IDW PUBLISHING"
"4840407","STAR TREK ONGOING TP 08 ",,"12.50",,,"IDW PUBLISHING"
"4840408","STAR TREK ONGOING TP 09 Q GAMBIT ",,"12.50",,,"IDW PUBLISHING"
"4840409","STAR TREK G.LANTERN #3  REG SHASTEEN",,"2.65",,,"IDW PUBLISHING"
"4840410","STAR TREK G.LANTERN #3  REG STOTT",,"2.65",,,"IDW PUBLISHING"
"4840411","STAR TREK G.LANTERN #3  SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840412","STAR TREK NEW VISIONS SURVIVAL EQUATION",,"4.99",,,"IDW PUBLISHING"
"4840413","X-FILES SEASON 11 #2 REG A MENTON3",,"2.65",,,"IDW PUBLISHING"
"4840414","X-FILES SEASON 11 #2 REG B MILLER",,"2.65",,,"IDW PUBLISHING"
"4840415","X-FILES SEASON 11 #2 SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840416","X-FILES SEASON 10 HC 05","our price","13.77","reduced from","18.99","IDW PUBLISHING"
"4840417","GODZILLA IN HELL #3 ",,"2.65",,,"IDW PUBLISHING"
"4840418","GODZILLA IN HELL #3  SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840419","GODZILLA RULERS OF EARTH TP 06","our price","10.87","reduced from","14.99","IDW PUBLISHING"
"4840420","GODZILLA RULERS OF EARTH TP 01 ",,"12.50",,,"IDW PUBLISHING"
"4840421","GODZILLA RULERS OF EARTH TP 02 ",,"10.99",,,"IDW PUBLISHING"
"4840422","GODZILLA RULERS OF EARTH TP 03 ",,"10.99",,,"IDW PUBLISHING"
"4840423","GODZILLA RULERS OF EARTH TP 04 ",,"10.99",,,"IDW PUBLISHING"
"4840424","GODZILLA RULERS OF EARTH TP 05 ",,"10.99",,,"IDW PUBLISHING"
"4840425","ONYX #3 ",,"2.65",,,"IDW PUBLISHING"
"4840426","ONYX #3  SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840427","DRIVE #2 ",,"2.65",,,"IDW PUBLISHING"
"4840428","DRIVE #2  SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840429","STRING DIVERS #2 ",,"2.65",,,"IDW PUBLISHING"
"4840430","STRING DIVERS #2  SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840431","BOY-1 #2 ",,"2.65",,,"IDW PUBLISHING"
"4840432","BOY-1 #2  VARIANT 1-10 COVER",,"5.99",,,"IDW PUBLISHING"
"4840433","INSUFFERABLE #5",,"2.65",,,"IDW PUBLISHING"
"4840434","INSUFFERABLE #5 SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840435","LONG DISTANCE #4 ",,"3.33",,,"IDW PUBLISHING"
"4840436","LONG DISTANCE #4  SUBSCRIPTION VAR",,"3.33",,,"IDW PUBLISHING"
"4840437","INFINITE LOOP #6 ",,"2.65",,,"IDW PUBLISHING"
"4840438","INFINITE LOOP #6  SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840439","SHRINKING MAN #3 ",,"2.65",,,"IDW PUBLISHING"
"4840440","SHRINKING MAN #3  SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840441","MAXX MAXXIMIZED #23",,"2.65",,,"IDW PUBLISHING"
"4840442","MAXX MAXXIMIZED #23 SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840443","ZOMBIES VS ROBOTS #9",,"3.33",,,"IDW PUBLISHING"
"4840444","ZOMBIES VS ROBOTS #9 SUBSCRIPTION VAR",,"3.33",,,"IDW PUBLISHING"
"4840445","ZOMBIES VS ROBOTS TP 01","our price","10.87","reduced from","14.99","IDW PUBLISHING"
"4840446","ZOMBIES VS ROBOTS AVENTURE TP ",,"10.99",,,"IDW PUBLISHING"
"4840447","ZOMBIES VS ROBOTS AVENTURE HC ",,"15.25",,,"IDW PUBLISHING"
"4840448","ZOMBIES VS ROBOTS UNDERCITY HC ",,"15.25",,,"IDW PUBLISHING"
"4840449","ZOMBIES VS ROBOTS DIPLOMACY PROSE SC ",,"12.50",,,"IDW PUBLISHING"
"4840450","ZOMBIES VS ROBOTS NO MANS LAND PROSE SC ",,"12.50",,,"IDW PUBLISHING"
"4840451","ZOMBIES VS ROBOTS THIS MEANS WAR MMPB ",,"6.25",,,"IDW PUBLISHING"
"4840452","ZOMBIES VS ROBOTS THIS MEANS WAR PROSE SC ",,"10.99",,,"IDW PUBLISHING"
"4840453","ZOMBIES VS ROBOTS WOMEN ON WAR PROSE SC ",,"12.50",,,"IDW PUBLISHING"
"4840454","ZOMBIES VS ROBOTS Z-BOYZ I/T ROBOT G'YARD PROSE ",,"12.50",,,"IDW PUBLISHING"
"4840455","DIRK GENTLYS HOLISTIC DETECTIVE AGENCY #4 ",,"2.65",,,"IDW PUBLISHING"
"4840456","DIRK GENTLYS HOLISTIC DETECTIVE AGENCY #4  SUB",,"2.65",,,"IDW PUBLISHING"
"4840457","DIRK GENTLYS HOLISTIC DETECTIVE AGENCY #4 1-10",,"5.99",,,"IDW PUBLISHING"
"4840458","SHERLOCK HOLMES 7 PER-CENT SOLUTION #2 ",,"2.65",,,"IDW PUBLISHING"
"4840459","SHERLOCK HOLMES 7 PER-CENT SOLUTION #2  SUB",,"2.65",,,"IDW PUBLISHING"
"4840460","GHOSTBUSTERS GET REAL #4 ",,"2.65",,,"IDW PUBLISHING"
"4840461","GHOSTBUSTERS GET REAL #4  SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840462","AMELIA COLE & THE IMPOSSIBLE FATE TP","our price","10.87","reduced from","14.99","IDW PUBLISHING"
"4840463","AMELIA COLE AND THE ENEMY UNLEASHED GN ",,"12.50",,,"IDW PUBLISHING"
"4840464","AMELIA COLE AND THE HIDDEN WAR GN ",,"12.50",,,"IDW PUBLISHING"
"4840465","AMELIA COLE AND THE UNKNOWN WORLD GN ",,"12.50",,,"IDW PUBLISHING"
"4840466","ORPHAN BLACK TP 01","our price","10.87","reduced from","14.99","IDW PUBLISHING"
"4840467","TRANSFORMERS #45",,"2.65",,,"IDW PUBLISHING"
"4840468","TRANSFORMERS #45 SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840469","TRANSFORMERS #45 VARIANT 1-10 CVR",,"5.99",,,"IDW PUBLISHING"
"4840470","TRANSFORMERS WINDBLADE #7",,"2.65",,,"IDW PUBLISHING"
"4840471","TRANSFORMERS WINDBLADE #7 SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840472","TRANSFORMERS WINDBLADE #7 1-10  CVR",,"5.99",,,"IDW PUBLISHING"
"4840473","TRANSFORMERS MORE THAN MEETS EYE #45",,"2.65",,,"IDW PUBLISHING"
"4840474","TRANSFORMERS MORE THAN MEETS EYE #45 SUB",,"2.65",,,"IDW PUBLISHING"
"4840475","TRANSFORMERS MORE THAN MEETS EYE #45 1-10 ",,"5.99",,,"IDW PUBLISHING"
"4840476","TRANSFORMERS ROBOTS IN DISGUISE ANIMATED #3",,"2.65",,,"IDW PUBLISHING"
"4840477","TRANSFORMERS ROBOTS IN DISGUISE ANIM'D #3 SUB",,"2.65",,,"IDW PUBLISHING"
"4840478","TRANFORMERS ROBOTS IN DISGUISE TP BOX SET","our price","47.13","reduced from","65.00","IDW PUBLISHING"
"4840479","TRANSFORMERS SPOTLIGHT OMNIBUS TP 02","our price","13.77","reduced from","18.99","IDW PUBLISHING"
"4840480","TRANSFORMERS SPOTLIGHT OMNIBUS TP 01 ",,"15.25",,,"IDW PUBLISHING"
"4840481","GI JOE A REAL AMERICAN HERO #218",,"2.65",,,"IDW PUBLISHING"
"4840482","GI JOE A REAL AMERICAN HERO #218 SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840483","GI JOE A REAL AMERICAN HERO TP 12","our price","10.87","reduced from","14.99","IDW PUBLISHING"
"4840484","JEM & THE HOLOGRAMS OUTRAGEOUS ANNUAL #1",,"4.99",,,"IDW PUBLISHING"
"4840485","JEM & THE HOLOGRAMS OUTRAGEOUS ANNUAL #1 SUB",,"4.99",,,"IDW PUBLISHING"
"4840486","JEM & THE HOLOGRAMS #7",,"2.65",,,"IDW PUBLISHING"
"4840487","JEM & THE HOLOGRAMS #7 SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840488","JEM & THE HOLOGRAMS #7 VARIANT 1-10 CVR",,"5.99",,,"IDW PUBLISHING"
"4840489","DONALD DUCK #5",,"2.65",,,"IDW PUBLISHING"
"4840490","DONALD DUCK #5 SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840491","DONALD DUCK #5 1-25 VARIANT COVER",,"14.99",,,"IDW PUBLISHING"
"4840492","MICKEY MOUSE #4",,"2.65",,,"IDW PUBLISHING"
"4840493","MICKEY MOUSE #4 SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840494","MICKEY MOUSE #4 1-25 VARIANT COVER",,"14.99",,,"IDW PUBLISHING"
"4840495","UNCLE SCROOGE #6",,"2.65",,,"IDW PUBLISHING"
"4840496","UNCLE SCROOGE #6 SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840497","UNCLE SCROOGE #6 1-25 VARIANT COVER ",,"14.99",,,"IDW PUBLISHING"
"4840498","WALT DISNEY COMICS & STORIES #723",,"2.65",,,"IDW PUBLISHING"
"4840499","WALT DISNEY COMICS & STORIES #723 SUB",,"2.65",,,"IDW PUBLISHING"
"4840500","WALT DISNEY COMICS & STORIES #723 1-25 VARIANT ",,"14.99",,,"IDW PUBLISHING"
"4840501","DONALD DUCK SHELLFISH MOTIVES TP","our price","7.24","reduced from","9.99","IDW PUBLISHING"
"4840502","MY LITTLE PONY FRIENDSHIP IS MAGIC #34",,"2.65",,,"IDW PUBLISHING"
"4840503","MY LITTLE PONY FRIENDSHIP IS MAGIC #34 SUB",,"2.65",,,"IDW PUBLISHING"
"4840504","MY LITTLE PONY FRIENDSHIP IS MAGIC #34 1-10 CVR",,"5.99",,,"IDW PUBLISHING"
"4840505","MY LITTLE PONY FRIENDS FOREVER #20",,"2.65",,,"IDW PUBLISHING"
"4840506","MY LITTLE PONY FRIENDS FOREVER #20 SUB VAR",,"2.65",,,"IDW PUBLISHING"
"4840507","MY LITTLE PONY OMNIBUS TP 02","our price","13.77","reduced from","18.99","IDW PUBLISHING"
"4840508","MY LITTLE PONY OMNIBUS TP 01 VOL 01 ",,"15.25",,,"IDW PUBLISHING"
"4840509","SKYLANDER RIFT INTO OVERDRIVE HC","our price","7.24","reduced from","9.99","IDW PUBLISHING"
"4840510","ANGRY BIRDS SUPER ANGRY BIRDS #1",,"2.65",,,"IDW PUBLISHING"
"4840511","ANGRY BIRDS SUPER ANGRY BIRDS #1 SUB COVER",,"2.65",,,"IDW PUBLISHING"
"4840512","HAUNTED HORROR HC 03 PRE CODE COMICS SO GOOD ","our price","13.77","reduced from","18.99","IDW PUBLISHING"
"4840513","WEIRD LOVE #9",,"2.65",,,"IDW PUBLISHING"
"4840514","WALT KELLYS FAIRY TALES HC","our price","21.74","reduced from","29.99","IDW PUBLISHING"
"4840515","FROM HELL & FROM HELL GN SLIPCASE ED","our price","27.54","reduced from","37.99","IDW - TOP SHELF"
"4840516","MARCH GN 01 (NEW PTG) ",,"8.99",,,"IDW - TOP SHELF"
"4840517","MARCH GN 02  ",,"12.50",,,"IDW - TOP SHELF"
"4840518","YOU DONT SAY GN  ",,"12.50",,,"IDW - TOP SHELF"
"4840519","STORY OF MY TITS GN","our price","16.31","reduced from","22.50","IDW - TOP SHELF"
"4840520","KING OF COMICS HC 100 YEARS KING FEAT' SYNDICATE","our price","27.54","reduced from","37.99","IDW PUBLISHING"
"4840521","COMPLETE CHESTER GOULD DICK TRACY HC 19","our price","21.74","reduced from","29.99","IDW PUBLISHING"
"4840522","POPEYE CLASSICS ONGOING #38",,"2.65",,,"IDW PUBLISHING"
"4840524","TOME HC 01 VAMPIRISM","our price","79.75","reduced from","110.00","IDW PUBLISHING"
"4840525","TOME HC 02 MELANCHOLIA","our price","79.75","reduced from","110.00","IDW PUBLISHING"
"4840526","TET #1 ",,"2.65",,,"IDW PUBLISHING"
"4840527","TET #1  SUBSCRIPTION VAR",,"2.65",,,"IDW PUBLISHING"
"4840528","AIRBOY #4  ",,"1.99",,,"IMAGE COMICS"
"4840529","COVENANT #4 CVR A LIEFELD ",,"1.99",,,"IMAGE COMICS"
"4840530","COVENANT #4 CVR B HORAK ",,"1.99",,,"IMAGE COMICS"
"4840531","DARK CORRIDOR #2 ",,"2.65",,,"IMAGE COMICS"
"4840532","MANTLE #5 ",,"2.65",,,"IMAGE COMICS"
"4840533","MINIMUM WAGE SO MANY BAD DECISIONS #5  ",,"2.65",,,"IMAGE COMICS"
"4840534","NAILBITER TP 03 BLOOD IN THE WATER ","our price","7.97","reduced from","10.99","IMAGE COMICS"
"4840535","NOWHERE MEN NEW ROCK N ROLL MENS SM T/S ",,"18.10",,,"IMAGE COMICS"
"4840536","NOWHERE MEN NEW ROCK N ROLL MENS MED T/S ",,"18.10",,,"IMAGE COMICS"
"4840537","NOWHERE MEN NEW ROCK N ROLL MENS LG T/S ",,"18.10",,,"IMAGE COMICS"
"4840538","NOWHERE MEN NEW ROCK N ROLL MENS XL T/S ",,"18.10",,,"IMAGE COMICS"
"4840539","NOWHERE MEN NEW ROCK N ROLL MENS XXL T/S ",,"18.10",,,"IMAGE COMICS"
"4840540","NOWHERE MEN NEW ROCK N ROLL WOMENS SM T/S ",,"18.10",,,"IMAGE COMICS"
"4840541","NOWHERE MEN NEW ROCK N ROLL WOMENS MED T/S ",,"18.10",,,"IMAGE COMICS"
"4840542","NOWHERE MEN NEW ROCK N ROLL WOMENS LG T/S ",,"18.10",,,"IMAGE COMICS"
"4840543","NOWHERE MEN NEW ROCK N ROLL WOMENS XL T/S ",,"18.10",,,"IMAGE COMICS"
"4840544","NOWHERE MEN NEW ROCK N ROLL WOMENS XXL T/S ",,"18.10",,,"IMAGE COMICS"
"4840545","PLUTONA #1 ",,"1.99",,,"IMAGE COMICS"
"4840546","POSEIDON IX ONE SHOT CVR A SEVY ",,"2.65",,,"IMAGE COMICS"
"4840547","POSEIDON IX ONE SHOT CVR B SEJIC ",,"2.65",,,"IMAGE COMICS"
"4840548","WE STAND ON GUARD #3 ",,"1.99",,,"IMAGE COMICS"
"4840549","IXTH GENERATION #7 CVR A SEJIC",,"2.65",,,"IMAGE COMICS"
"4840550","IXTH GENERATION #7 CVR B ROJO",,"2.65",,,"IMAGE COMICS"
"4840551","ASTRONAUTS IN TROUBLE #4 ",,"1.99",,,"IMAGE COMICS"
"4840552","BIRTHRIGHT TP 02","our price","7.24","reduced from","9.99","IMAGE COMICS"
"4840553","BLOODSTRIKE #3 ",,"1.99",,,"IMAGE COMICS"
"4840554","DESCENDER TP 01 TIN STARS ","our price","5.44","reduced from","7.50","IMAGE COMICS"
"4840555","DRIFTER #8 CVR A KLEIN ",,"2.35",,,"IMAGE COMICS"
"4840556","DRIFTER #8 CVR B KRALL ",,"2.35",,,"IMAGE COMICS"
"4840557","FASTER THAN LIGHT #1 ",,"1.99",,,"IMAGE COMICS"
"4840558","FUSE #14 ",,"2.65",,,"IMAGE COMICS"
"4840559","HEAD LOOPER #1 CVR A MACLEAN",,"3.99",,,"IMAGE COMICS"
"4840560","HEAD LOOPER #1 CVR B GRAMPA",,"3.99",,,"IMAGE COMICS"
"4840561","INJECTION #5 CVR A SHALVEY & BELLAIRE ",,"1.99",,,"IMAGE COMICS"
"4840562","INJECTION #5 CVR B SHALVEY & BELLAIRE ",,"1.99",,,"IMAGE COMICS"
"4840563","ODYC #7 ",,"2.65",,,"IMAGE COMICS"
"4840564","PHONOGRAM THE IMMATERIAL GIRL #2  ",,"2.65",,,"IMAGE COMICS"
"4840565","SAGA TP 05 ","our price","7.97","reduced from","10.99","IMAGE COMICS"
"4840566","SAVIOR #6",,"1.99",,,"IMAGE COMICS"
"4840567","STARVE #4 ",,"2.35",,,"IMAGE COMICS"
"4840568","VIRGIL TP ","our price","5.44","reduced from","7.50","IMAGE COMICS"
"4840569","WALKING DEAD #146 ",,"1.99",,,"IMAGE COMICS"
"4840570","WICKED & DIVINE #14 CVR A MCKELVIE & WILSON ",,"2.35",,,"IMAGE COMICS"
"4840571","WICKED & DIVINE #14 CVR B GRIMES ",,"2.35",,,"IMAGE COMICS"
"4840572","WICKED & DIVINE PANTHEON CIRCLE SM MENS T/S ",,"18.10",,,"IMAGE COMICS"
"4840573","WICKED & DIVINE PANTHEON CIRCLE MED MENS T/S ",,"18.10",,,"IMAGE COMICS"
"4840574","WICKED & DIVINE PANTHEON CIRCLE LG MENS T/S ",,"18.10",,,"IMAGE COMICS"
"4840575","WICKED & DIVINE PANTHEON CIRCLE XL MENS T/S ",,"18.10",,,"IMAGE COMICS"
"4840576","WICKED & DIVINE PANTHEON CIRCLE XXL MENS T/S ",,"18.10",,,"IMAGE COMICS"
"4840577","WICKED & DIVINE PANTHEON CIRCLE SM WOMANS T/S ",,"18.10",,,"IMAGE COMICS"
"4840578","WICKED & DIVINE PANTHEON CIRCLE MED WOMANS T/S ",,"18.10",,,"IMAGE COMICS"
"4840579","WICKED & DIVINE PANTHEON CIRCLE LG WOMANS T/S ",,"18.10",,,"IMAGE COMICS"
"4840580","WICKED & DIVINE PANTHEON CIRCLE XL WOMANS T/S ",,"18.10",,,"IMAGE COMICS"
"4840581","WICKED & DIVINE PANTHEON CIRCLE XXL WOMANS T/S ",,"18.10",,,"IMAGE COMICS"
"4840582","68 LAST RIGHTS #3  CVR A JONES & FOTOS ",,"2.65",,,"IMAGE COMICS"
"4840583","68 LAST RIGHTS #3  CVR B ZORNOW & FOTOS ",,"2.65",,,"IMAGE COMICS"
"4840584","8HOUSE #4 YORRIS ",,"1.99",,,"IMAGE COMICS"
"4840585","BEAUTY #2 CVR A HAUN ",,"2.35",,,"IMAGE COMICS"
"4840586","BEAUTY #2 CVR B TEMPLESMITH ",,"2.35",,,"IMAGE COMICS"
"4840587","EAST OF WEST #22",,"2.35",,,"IMAGE COMICS"
"4840588","FADE OUT #9 ",,"2.35",,,"IMAGE COMICS"
"4840589","FADE OUT TP 02 ","our price","7.24","reduced from","9.99","IMAGE COMICS"
"4840590","INVINCIBLE #123",,"1.99",,,"IMAGE COMICS"
"4840591","ISLAND #3 ",,"4.99",,,"IMAGE COMICS"
"4840592","MANIFEST DESTINY TP 03","our price","7.97","reduced from","10.99","IMAGE COMICS"
"4840593","NO MERCY TP 01","our price","5.44","reduced from","7.50","IMAGE COMICS"
"4840594","RAT QUEENS #15 ",,"2.65",,,"IMAGE COMICS"
"4840595","SECRET IDENTITIES #7",,"2.65",,,"IMAGE COMICS"
"4840596","SHUTTER #15 ",,"2.65",,,"IMAGE COMICS"
"4840597","SPAWN #257",,"1.99",,,"IMAGE COMICS"
"4840598","TITHE #5 CVR A EKEDAL",,"2.65",,,"IMAGE COMICS"
"4840599","TITHE #5 CVR B SEVY",,"2.65",,,"IMAGE COMICS"
"4840600","TOKYO GHOST #1 CVR A MURPHY ",,"2.35",,,"IMAGE COMICS"
"4840601","TOKYO GHOST #1 CVR B MURPHY ",,"2.35",,,"IMAGE COMICS"
"4840602","TREES #13 ",,"1.99",,,"IMAGE COMICS"
"4840603","DEADLY CLASS TP 03 THE SNAKE PIT ","our price","7.97","reduced from","10.99","IMAGE COMICS"
"4840604","EMPTY ZONE #4 ",,"2.35",,,"IMAGE COMICS"
"4840605","INVISIBLE REPUBLIC #6 ",,"1.99",,,"IMAGE COMICS"
"4840606","LOW #10 ",,"2.35",,,"IMAGE COMICS"
"4840607","ODDLY NORMAL #10 CVR A FRAMPTON & BAILY",,"1.99",,,"IMAGE COMICS"
"4840608","ODDLY NORMAL #10 CVR B KAUFENBERG",,"1.99",,,"IMAGE COMICS"
"4840609","REVIVAL #33 ",,"2.65",,,"IMAGE COMICS"
"4840610","REYN #8",,"1.99",,,"IMAGE COMICS"
"4840611","RUMBLE #7 ",,"2.35",,,"IMAGE COMICS"
"4840612","SEX #24 ",,"1.99",,,"IMAGE COMICS"
"4840613","SEX CRIMINALS #14 ",,"2.35",,,"IMAGE COMICS"
"4840614","SEX CRIMINALS #14 KATIE COOK XXX VAR ",,"3.05",,,"IMAGE COMICS"
"4840615","SONS OF THE DEVIL #5 CVR A INFANTE ",,"1.99",,,"IMAGE COMICS"
"4840616","SONS OF THE DEVIL #5 CVR B MANAPUL ",,"1.99",,,"IMAGE COMICS"
"4840617","STRAY BULLETS SUNSHINE & ROSES #8 ",,"2.35",,,"IMAGE COMICS"
"4840618","THIEF OF THIEVES TP 05 ","our price","7.97","reduced from","10.99","IMAGE COMICS"
"4840619","THINK TANK #1 CVR A EKEDAL",,"2.65",,,"IMAGE COMICS"
