"4840117","JUDGE DREDD ARTIST ED VINYL STATUE MIKE MCMAHON ",,"67.75",,,"DARK HORSE COMICS"
"4840119","BPRD HELL ON EARTH TP 02 GODS AND MONSTERS ",,"12.50",,,"DARK HORSE COMICS"
"4840120","BPRD HELL ON EARTH TP 03 RUSSIA ",,"12.50",,,"DARK HORSE COMICS"
"4840121","BPRD HELL ON EARTH TP 04 DEVIL ENGINE & LONG DEATH ",,"12.50",,,"DARK HORSE COMICS"
"4840122","BPRD HELL ON EARTH TP 05 PICKENS COUNTY HORROR ",,"12.50",,,"DARK HORSE COMICS"
"4840123","BPRD HELL ON EARTH TP 06 RETURN OF MASTER ",,"12.50",,,"DARK HORSE COMICS"
"4840124","BPRD HELL ON EARTH TP 07 A COLD DAY IN HELL ",,"12.50",,,"DARK HORSE COMICS"
"4840125","BPRD HELL ON EARTH TP 08 LAKE OF FIRE ",,"12.50",,,"DARK HORSE COMICS"
"4840126","BPRD HELL ON EARTH TP 09 REIGN OF BLACK FLAME ",,"12.50",,,"DARK HORSE COMICS"
"4840127","BPRD HELL ON EARTH TP 10 DEVILS WINGS ",,"12.50",,,"DARK HORSE COMICS"
"4840128","BPRD PLAGUE OF FROGS HC 01 ",,"20.25",,,"DARK HORSE COMICS"
"4840129","BPRD PLAGUE OF FROGS HC 02 ",,"20.25",,,"DARK HORSE COMICS"
"4840130","BPRD PLAGUE OF FROGS TP 03  ",,"15.25",,,"DARK HORSE COMICS"
"4840131","BPRD PLAGUE OF FROGS TP 04  ",,"15.25",,,"DARK HORSE COMICS"
"4840132","ABE SAPIEN TP 01 DROWNING NEW PTG ",,"10.99",,,"DARK HORSE COMICS"
"4840133","ABE SAPIEN TP 02 DEVIL DOES NOT JEST ",,"10.99",,,"DARK HORSE COMICS"
"4840134","ABE SAPIEN TP 03 DARK TERRIBLE NEW RACE MAN ",,"12.50",,,"DARK HORSE COMICS"
"4840135","ABE SAPIEN TP 04 SHAPE THINGS TO COME ",,"12.50",,,"DARK HORSE COMICS"
"4840136","ABE SAPIEN TP 05 SACRED PLACES ",,"12.50",,,"DARK HORSE COMICS"
"4840137","ANGEL & FAITH TP 01 LIVE THROUGH THIS ",,"10.99",,,"DARK HORSE COMICS"
"4840138","ANGEL & FAITH TP 02 DADDY ISSUES ",,"10.99",,,"DARK HORSE COMICS"
"4840139","ANGEL & FAITH TP 03 FAMILY REUNION ",,"10.99",,,"DARK HORSE COMICS"
"4840140","ANGEL & FAITH TP 04 DEATH & CONSEQUENCES ",,"10.99",,,"DARK HORSE COMICS"
"4840141","BALTIMORE HC 01 PLAGUE SHIPS ",,"15.25",,,"DARK HORSE COMICS"
"4840142","BALTIMORE HC 02 CURSE BELLS ",,"15.25",,,"DARK HORSE COMICS"
"4840143","BALTIMORE HC 03 PASSING STRANGER & STORIES ",,"15.25",,,"DARK HORSE COMICS"
"4840144","BALTIMORE HC 04 CHAPEL OF BONES ",,"15.25",,,"DARK HORSE COMICS"
"4840145","BALTIMORE HC 05 APOSTLE & WITCH OF HARJU ",,"15.25",,,"DARK HORSE COMICS"
"4840146","BUFFY THE VAMPIRE SLAYER OMNIBUS TP 01 NEW PTG ",,"15.25",,,"DARK HORSE COMICS"
"4840147","BUFFY THE VAMPIRE SLAYER OMNIBUS TP 02 ",,"15.25",,,"DARK HORSE COMICS"
"4840148","BUFFY THE VAMPIRE SLAYER OMNIBUS TP 03 NEW PTG ",,"15.25",,,"DARK HORSE COMICS"
"4840149","BUFFY THE VAMPIRE SLAYER OMNIBUS TP 04 ",,"15.25",,,"DARK HORSE COMICS"
"4840150","BUFFY THE VAMPIRE SLAYER OMNIBUS TP 05 ",,"15.25",,,"DARK HORSE COMICS"
"4840151","BUFFY THE VAMPIRE SLAYER OMNIBUS TP 06 ",,"15.25",,,"DARK HORSE COMICS"
"4840152","BUFFY THE VAMPIRE SLAYER OMNIBUS TP 07 ",,"15.25",,,"DARK HORSE COMICS"
"4840153","COLDER TP 01 ",,"10.99",,,"DARK HORSE COMICS"
"4840154","CRIMINAL MACABRE FINAL NIGHT 30 DAYS NIGHT XOVER TP ",,"10.99",,,"DARK HORSE COMICS"
"4840155","CRIMINAL MACABRE TRAIN TO DEADSVILLE CAL MCDONALD TP  ",,"8.99",,,"DARK HORSE COMICS"
"4840156","GIRLFIEND TP ",,"12.50",,,"DARK HORSE COMICS"
"4840157","GOON TP 00 ROUGH STUFF REVISED ED (NEW PTG) ",,"10.75",,,"DARK HORSE COMICS"
"4840158","GOON TP 01 NOTHIN BUT MISERY (CURR PTG) ",,"10.75",,,"DARK HORSE COMICS"
"4840159","GOON TP 02 MY MURDEROUS CHILDHOOD (NEW PTG) ",,"10.75",,,"DARK HORSE COMICS"
"4840160","GOON TP 03 HEAPS OF RUINATION 2ND ED ",,"10.75",,,"DARK HORSE COMICS"
"4840161","GOON TP 06 CHINATOWN & MYSTERY MR WICKER (NEW PTG) ",,"9.99",,,"DARK HORSE COMICS"
"4840162","GOON TP 07 PLACE OF HEARTACHE & GRIEF (NEW PTG) ",,"9.99",,,"DARK HORSE COMICS"
"4840163","GOON TP 09 CALAMITY OF CONSCIENCE (NEW PTG) ",,"9.99",,,"DARK HORSE COMICS"
"4840164","GOON TP 10 DEATHS GREEDY COMEUPPANCE ",,"10.75",,,"DARK HORSE COMICS"
"4840165","GOON TP 11 DEFORMED BODY & DEVIOUS MIND ",,"10.75",,,"DARK HORSE COMICS"
"4840166","GOON TP 12 THEM THAT RAISED US LAMENT ",,"10.75",,,"DARK HORSE COMICS"
"4840167","GOON TP 13 FOR WANT OF WHISKEY AND BLOOD ",,"10.75",,,"DARK HORSE COMICS"
"4840168","GOON TP 14 OCCASION OF REVENGE ",,"10.75",,,"DARK HORSE COMICS"
"4840169","GRINDHOUSE MIDNIGHT TP 01  ",,"10.99",,,"DARK HORSE COMICS"
"4840170","GRINDHOUSE MIDNIGHT TP 02 BRIDE BLOOD FLESH DOLL  ",,"10.99",,,"DARK HORSE COMICS"
"4840171","GRINDHOUSE MIDNIGHT TP 03 SLAY RIDE & BLOOD LAGOON ",,"10.99",,,"DARK HORSE COMICS"
"4840172","LOBSTER JOHNSON TP 01 IRON PROMETHEUS NEW PTG ",,"10.99",,,"DARK HORSE COMICS"
"4840173","LOBSTER JOHNSON TP 02 BURNING HAND ",,"10.99",,,"DARK HORSE COMICS"
"4840174","LOBSTER JOHNSON TP 03 SATAN SMELLS A RAT ",,"11.50",,,"DARK HORSE COMICS"
"4840175","LOBSTER JOHNSON TP 04 GET THE LOBSTER ",,"12.50",,,"DARK HORSE COMICS"
"4840176","STRAIN TP 01  ",,"12.50",,,"DARK HORSE COMICS"
"4840177","STRAIN TP 02  ",,"12.50",,,"DARK HORSE COMICS"
"4840178","STRAIN TP 03 THE FALL  ",,"12.50",,,"DARK HORSE COMICS"
"4840179","STRAIN TP 04 THE FALL  ",,"12.50",,,"DARK HORSE COMICS"
"4840180","STRAIN TP 05 NIGHT ETERNAL  ",,"12.50",,,"DARK HORSE COMICS"
"4840181","GAME OF THRONES STATUE ARYA STARK  ",,"153.00",,,"DARK HORSE COMICS"
"4840182","GAME OF THRONES FIGURE JON SNOW  ",,"17.05",,,"DARK HORSE COMICS"
"4840183","GAME OF THRONES DIRE WOLF BOOKENDS  ",,"59.70",,,"DARK HORSE COMICS"
"4840184","GAME OF THRONES FIGURE ARYA STARK  ",,"17.05",,,"DARK HORSE COMICS"
"4840185","GAME OF THRONES FIGURE ROBB STARK  ",,"17.05",,,"DARK HORSE COMICS"
"4840186","GAME OF THRONES PIN SHIELD STARK  ",,"11.07",,,"DARK HORSE COMICS"
"4840195","GAME OF THRONES MAP & MARKER SET  ",,"136.00",,,"DARK HORSE COMICS"
"4840197","GAME OF THRONES MAP MARKER STARK  ",,"17.05",,,"DARK HORSE COMICS"
"4840198","GAME OF THRONES PIN HAND OF KING  ",,"10.22",,,"DARK HORSE COMICS"
"4840200","JUSTICE LEAGUE OF AMERICA #4",,"2.65",,,"DC COMICS"
"4840201","JUSTICE LEAGUE OF AMERICA #4 G.LANTERN 75 VAR",,"2.65",,,"DC COMICS"
"4840202","JUSTICE LEAGUE #44",,"2.65",,,"DC COMICS"
"4840203","JUSTICE LEAGUE #44 G.LANTERN 75 VAR",,"2.65",,,"DC COMICS"
"4840204","JUSTICE LEAGUE UNITED #13",,"2.65",,,"DC COMICS"
"4840205","AQUAMAN #44",,"2.65",,,"DC COMICS"
"4840206","AQUAMAN #44 G.LANTERN 75 VAR",,"2.65",,,"DC COMICS"
"4840207","BLACK CANARY #4",,"1.99",,,"DC COMICS"
"4840208","BLACK CANARY #4 G.LANTERN 75 VAR",,"1.99",,,"DC COMICS"
"4840209","CONSTANTINE THE HELLBLAZER #4",,"1.99",,,"DC COMICS"
"4840210","CYBORG #3",,"1.99",,,"DC COMICS"
"4840211","CYBORG #3 G.LANTERN 75 VAR",,"1.99",,,"DC COMICS"
"4840212","DC COMICS BOMBSHELLS #2",,"2.65",,,"DC COMICS"
"4840213","DC COMICS BOMBSHELLS #2 VAR 1-25",,"9.99",,,"DC COMICS"
"4840214","DEATHSTROKE #10",,"1.99",,,"DC COMICS"
"4840215","DEATHSTROKE #10 G.LANTERN 75 VAR",,"1.99",,,"DC COMICS"
"4840216","DR FATE #4",,"1.99",,,"DC COMICS"
"4840217","EARTH 2 SOCIETY #4",,"1.99",,,"DC COMICS"
"4840218","INJUSTICE GODS AMONG US YEAR FOUR #9",,"1.99",,,"DC COMICS"
"4840219","INJUSTICE GODS AMONG US YEAR FOUR #10",,"1.99",,,"DC COMICS"
"4840220","FLASH #44",,"2.65",,,"DC COMICS"
"4840221","FLASH #44 G.LANTERN 75 VAR",,"2.65",,,"DC COMICS"
"4840222","FLASH SEASON ZERO #12",,"1.99",,,"DC COMICS"
"4840223","GREEN ARROW #44",,"1.99",,,"DC COMICS"
"4840224","GREEN ARROW #44 G.LANTERN 75 VAR",,"1.99",,,"DC COMICS"
"4840225","GREEN ARROW ANNUAL #1",,"3.33",,,"DC COMICS"
"4840226","ARROW SEASON 2.5 #12",,"1.99",,,"DC COMICS"
"4840227","JUSTICE LEAGUE 3001 #4",,"1.99",,,"DC COMICS"
"4840228","LOBO #10",,"1.99",,,"DC COMICS"
"4840229","MARTIAN MANHUNTER #4",,"1.99",,,"DC COMICS"
"4840230","MIDNIGHTER #4",,"1.99",,,"DC COMICS"
"4840231","NEW SUICIDE SQUAD #12",,"1.99",,,"DC COMICS"
"4840232","NEW SUICIDE SQUAD #12 G.LANTERN 75 VAR",,"1.99",,,"DC COMICS"
"4840233","NEW SUICIDE SQUAD ANNUAL #1",,"3.33",,,"DC COMICS"
"4840234","OMEGA MEN #4",,"1.99",,,"DC COMICS"
"4840235","PREZ #4 ",,"1.99",,,"DC COMICS"
"4840236","RED HOOD ARSENAL #4",,"1.99",,,"DC COMICS"
"4840237","ALL STAR SECTION 8 #4 ",,"1.99",,,"DC COMICS"
"4840238","WONDER WOMAN #44",,"2.65",,,"DC COMICS"
"4840239","WONDER WOMAN #44 G.LANTERN 75 VAR",,"2.65",,,"DC COMICS"
"4840240","SECRET SIX #6",,"1.99",,,"DC COMICS"
"4840241","SENSATION COMICS FEATURING WONDER WOMAN #14",,"2.65",,,"DC COMICS"
"4840242","STARFIRE #4",,"1.99",,,"DC COMICS"
"4840243","STARFIRE #4 G.LANTERN 75 VAR",,"1.99",,,"DC COMICS"
"4840244","TEEN TITANS #12",,"1.99",,,"DC COMICS"
"4840245","TEEN TITANS #12 G.LANTERN 75 VAR",,"1.99",,,"DC COMICS"
"4840246","ACTION COMICS #44",,"2.65",,,"DC COMICS"
"4840247","ACTION COMICS #44 G.LANTERN 75  VAR",,"2.65",,,"DC COMICS"
"4840248","BATMAN SUPERMAN #24",,"2.65",,,"DC COMICS"
"4840249","BATMAN SUPERMAN #24 G.LANTERN 75 VAR",,"2.65",,,"DC COMICS"
"4840250","SUPERMAN WONDER WOMAN #21",,"2.65",,,"DC COMICS"
"4840251","SUPERMAN WONDER WOMAN #21 G.LANTERN 75 VAR",,"2.65",,,"DC COMICS"
"4840252","SUPERMAN #44",,"2.65",,,"DC COMICS"
"4840253","SUPERMAN #44 G.LANTERN 75 VAR",,"2.65",,,"DC COMICS"
"4840254","BIZARRO #4 ",,"1.99",,,"DC COMICS"
"4840255","DOOMED #4",,"1.99",,,"DC COMICS"
"4840256","BATMAN #44",,"2.65",,,"DC COMICS"
"4840257","BATMAN #44 G.LANTERN 75 VAR",,"2.65",,,"DC COMICS"
"4840258","BATMAN ANNUAL #4",,"3.33",,,"DC COMICS"
"4840259","BAT MITE #4 ",,"1.99",,,"DC COMICS"
"4840260","BATGIRL #44",,"1.99",,,"DC COMICS"
"4840261","BATMAN 66 #27",,"1.99",,,"DC COMICS"
"4840262","BATMAN ARKHAM KNIGHT GENESIS #2 ",,"1.99",,,"DC COMICS"
"4840263","BATMAN ARKHAM KNIGHT #8",,"2.65",,,"DC COMICS"
"4840264","BATMAN ARKHAM KNIGHT ANNUAL #1",,"3.33",,,"DC COMICS"
"4840265","BATMAN BEYOND #4",,"1.99",,,"DC COMICS"
"4840266","BATMAN BEYOND #4 G.LANTERN 75 VAR",,"1.99",,,"DC COMICS"
"4840267","CATWOMAN #44",,"1.99",,,"DC COMICS"
"4840268","CATWOMAN #44 G.LANTERN 75  VAR",,"1.99",,,"DC COMICS"
"4840269","DETECTIVE COMICS #44",,"2.65",,,"DC COMICS"
"4840270","DETECTIVE COMICS #44 G.LANTERN 75 VAR",,"2.65",,,"DC COMICS"
"4840271","DETECTIVE COMICS #44 BLANK VAR",,"2.65",,,"DC COMICS"
"4840272","GOTHAM BY MIDNIGHT #9",,"1.99",,,"DC COMICS"
"4840273","GRAYSON #12",,"2.65",,,"DC COMICS"
"4840274","GRAYSON #12 G.LANTERN 75 VAR",,"2.65",,,"DC COMICS"
"4840275","GRAYSON ANNUAL #2",,"3.33",,,"DC COMICS"
"4840276","GOTHAM ACADEMY #10",,"1.99",,,"DC COMICS"
"4840277","HARLEY QUINN #20",,"2.65",,,"DC COMICS"
"4840278","HARLEY QUINN #20 G.LANTERN 75 VAR",,"2.65",,,"DC COMICS"
"4840279","HARLEY QUINN & POWER GIRL #4 ",,"2.65",,,"DC COMICS"
"4840280","ROBIN SON OF BATMAN #4",,"2.65",,,"DC COMICS"
"4840281","ROBIN SON OF BATMAN #4 G.LANTERN 75 VAR",,"2.65",,,"DC COMICS"
"4840282","WE ARE ROBIN #4",,"2.65",,,"DC COMICS"
"4840283","G.LANTERN #44",,"2.65",,,"DC COMICS"
"4840284","G.LANTERN #44 G.LANTERN 75 VAR",,"2.65",,,"DC COMICS"
"4840285","G.LANTERN ANNUAL #4",,"3.33",,,"DC COMICS"
"4840286","G.LANTERN THE LOST ARMY #4",,"1.99",,,"DC COMICS"
"4840287","SINESTRO #15",,"1.99",,,"DC COMICS"
"4840288","SINESTRO #15 G.LANTERN 75 VAR",,"1.99",,,"DC COMICS"
"4840289","MORTAL KOMBAT X #10 ",,"2.65",,,"DC COMICS"
"4840290","HE MAN THE ETERNITY WAR #10",,"1.99",,,"DC COMICS"
"4840291","SCOOBY DOO TEAM UP #12",,"1.99",,,"DC COMICS"
"4840292","SCOOBY DOO WHERE ARE YOU #61",,"1.99",,,"DC COMICS"
"4840293","CONVERGENCE HC","our price","16.31","reduced from","22.50","DC COMICS"
"4840294","CONVERGENCE ZERO HOUR TP 01","our price","10.87","reduced from","14.99","DC COMICS"
"4840295","CONVERGENCE CRISIS TP 01","our price","10.87","reduced from","14.99","DC COMICS"
"4840296","CONVERGENCE ZERO HOUR TP 02","our price","10.87","reduced from","14.99","DC COMICS"
"4840297","CONVERGENCE CRISIS TP 02","our price","10.87","reduced from","14.99","DC COMICS"
"4840298","CONVERGENCE FLASHPOINT TP 01","our price","10.87","reduced from","14.99","DC COMICS"
"4840299","CONVERGENCE INFINITE CRISIS TP 01","our price","10.87","reduced from","14.99","DC COMICS"
"4840300","CONVERGENCE FLASHPOINT TP 02","our price","10.87","reduced from","14.99","DC COMICS"
"4840301","CONVERGENCE INFINITE CRISIS TP 02","our price","10.87","reduced from","14.99","DC COMICS"
"4840302","TEEN TITANS EARTH ONE TP","our price","7.97","reduced from","10.99","DC COMICS"
"4840303","BATMAN THE ROAD TO NO MANS LAND TP 01","our price","16.31","reduced from","22.50","DC COMICS"
"4840304","BATMAN WAR GAMES TP 01","our price","18.84","reduced from","25.99","DC COMICS"
"4840305","BATMAN ARKHAM TWO FACE TP","our price","10.87","reduced from","14.99","DC COMICS"
"4840306","CATWOMAN A CELEBRATION OF 75 YEARS HC","our price","21.74","reduced from","29.99","DC COMICS"
"4840307","BATMAN & ROBIN HC 07 ROBIN RISES","our price","13.77","reduced from","18.99","DC COMICS"
"4840308","BATMAN THE GOLDEN AGE OMNIBUS HC 01","our price","40.59","reduced from","55.99","DC COMICS"
"4840309","BATMAN ADVENTURES TP 03","our price","9.42","reduced from","12.99","DC COMICS"
"4840310","BLACKEST NIGHT UNWRAPPED DLX ED HC","our price","21.74","reduced from","29.99","DC COMICS"
"4840311","EARTH 2 HC 06 COLLISION","our price","12.32","reduced from","16.99","DC COMICS"
"4840312","BIRDS OF PREY TP 01","our price","10.87","reduced from","14.99","DC COMICS"
"4840313","JUSTICE LEAGE A LEAGUE OF ONE TP","our price","9.42","reduced from","12.99","DC COMICS"
"4840314","HE MAN THE ETERNITY WAR TP 01","our price","7.97","reduced from","10.99","DC COMICS"
"4840315","INJUSTICE GODS AMONG US YEAR TWO TP 02","our price","9.42","reduced from","12.99","DC COMICS"
"4840316","SMALLVILLE SEASON 11 LANTERN TP","our price","9.42","reduced from","12.99","DC COMICS"
"4840317","MORTAL KOMBAT X TP 02 ","our price","7.97","reduced from","10.99","DC COMICS"
"4840318","SUPERMAN UNCHAINED TP","our price","13.77","reduced from","18.99","DC COMICS"
"4840319","SUPERMAN WONDER WOMAN HC 03 CASUALTIES  WAR","our price","12.32","reduced from","16.99","DC COMICS"
"4840320","SENSATION COMICS FEATURING WONDER WOMAN TP 02","our price","7.97","reduced from","10.99","DC COMICS"
"4840321","SECRET SIX TP 03","our price","10.87","reduced from","14.99","DC COMICS"
"4840322","NEW TEEN TITANS GAMES TP ",,"10.75",,,"DC COMICS"
"4840323","BATMAN A CELEBRATION OF 75 YEARS HC ",,"22.50",,,"DC COMICS"
"4840324","JOKER A CELEBRATION OF 75 YEARS HC ",,"22.50",,,"DC COMICS"
"4840325","SUPERMAN FOR TOMORROW TP ",,"15.25",,,"DC COMICS"
"4840326","ABSOLUTE JOKER LUTHOR HC ",,"56.25",,,"DC COMICS"
"4840327","AMERICAN VAMPIRE SECOND CYCLE #10 (RES) ",,"2.65",,,"DC COMICS"
"4840328","SANDMAN OVERTURE #6  CVR A ",,"2.65",,,"DC COMICS"
"4840329","SANDMAN OVERTURE #6  CVR B ",,"2.65",,,"DC COMICS"
"4840330","SANDMAN OVERTURE #6  SPECIAL INK 1-100 VAR A ",,"34.99",,,"DC COMICS"
"4840331","SANDMAN OVERTURE #6  SPECIAL INK 1-200 VAR B ",,"64.99",,,"DC COMICS"
"4840332","SANDMAN OVERTURE #6  COMBO PACK ",,"3.33",,,"DC COMICS"
"4840333","SANDMAN OVERTURE DELUXE ED HC ","our price","13.77","reduced from","18.99","DC COMICS"
"4840334","ANNOTATED SANDMAN HC 04 ","our price","27.54","reduced from","37.99","DC COMICS"
"4840335","ASTRO CITY #27",,"2.65",,,"DC COMICS"
