"443/0001","PREVIEWS ONLY APRIL 2012  ",,2.00,,,"DIAMOND PUBLICATIONS"
"443/0002","MARVEL PREVIEWS ONLY APRIL 2012 ",,0.75,,,"DIAMOND PUBLICATIONS"
"443/0003","PREVIEWS AND MARVEL PREVIEWS APRIL 2012 ",,2.00,,,"DIAMOND PUBLICATIONS"
"443/0004","ORDER FORM PREVIEWS APR 2012",,0.00,,,"DIAMOND PUBLICATIONS"
"443/0009","S WARS BLOOD TIES BOBA FETT DEAD #1 SCALF CVR ",,2.35,,,"DARK HORSE"
"443/0010","S WARS BLOOD TIES BOBA FETT IS DEAD #1 VAR 1-5",,2.99,,,"DARK HORSE"
"443/0011","STAR WARS AGENT O/T EMPIRE IRON ECLIPSE #5 ",,2.35,,,"DARK HORSE"
"443/0012","STAR WARS DAWN OF THE JEDI #3 ",,2.35,,,"DARK HORSE"
"443/0013","STAR WARS KNIGHTS OF THE OLD REPUBLIC WAR #4",,2.35,,,"DARK HORSE"
"443/0014","STAR WARS KNIGHT ERRANT TP VOL 02 DELUGE  ","our price",10.87,"reduced from","£14.99","DARK HORSE"
"443/0015","STAR WARS OMNIBUS DROIDS AND EWOKS TP  ","our price",14.49,"reduced from","£19.99","DARK HORSE"
"443/0016","RESIDENT ALIEN #0",,2.35,,,"DARK HORSE"
"443/0017","DARK MATTER #4 (OF 4)",,2.35,,,"DARK HORSE"
"443/0018","MASS EFFECT HOMEWORLDS #1 PALUMBO CVR",,2.35,,,"DARK HORSE"
"443/0019","MASS EFFECT HOMEWORLDS #1 HAWTHORNE VAR 1-5",,3.99,,,"DARK HORSE"
"443/0020","DOCTOR SOLAR MAN OF THE ATOM TP VOL 02 REV","our price",8.69,"reduced from","£11.99","DARK HORSE"
"443/0021","ORCHID #6",,2.35,,,"DARK HORSE"
"443/0022","CONAN THE BARBARIAN #3 CARNEVALE CVR",,2.35,,,"DARK HORSE"
"443/0023","CONAN THE BARBARIAN #3 JOHN PAUL LEON VAR 1-5",,2.99,,,"DARK HORSE"
"443/0024","CONAN TP VOL 11 ROAD OF KINGS  ","our price",10.87,"reduced from","£14.99","DARK HORSE"
"443/0025","KING CONAN PHOENIX ON THE SWORD #4 (OF 4)",,2.35,,,"DARK HORSE"
"443/0026","CRIMINAL MACABRE DIE DIE MY DARLING",,2.35,,,"DARK HORSE"
"443/0027","RAGEMOOR #2",,2.35,,,"DARK HORSE"
"443/0028","ALABASTER WOLVES #1 (OF 5) RUTH CVR",,2.35,,,"DARK HORSE"
"443/0029","ALABASTER WOLVES #1 (OF 5) OEMING VAR 1-5 CVR",,2.99,,,"DARK HORSE"
"443/0030","ANGEL & FAITH #9 STEVE MORRIS CVR",,1.99,,,"DARK HORSE"
"443/0031","ANGEL & FAITH #9 REBEKAH ISAACS VAR CVR",,1.99,,,"DARK HORSE"
"443/0032","ANGEL & FAITH 01 LIVE THROUGH THIS TP  ",,10.99,,,"DARK HORSE"
"443/0033","BTVS SEASON 9 FREEFALL #8 NOTO CVR",,1.99,,,"DARK HORSE"
"443/0034","BTVS SEASON 9 FREEFALL #8 JEANTY VAR CVR",,1.99,,,"DARK HORSE"
"443/0035","BALTIMORE HC VOL 02 CURSE BELLS  ","our price",13.77,"reduced from","£18.99","DARK HORSE"
"443/0036","LOBSTER JOHNSON BURNING HAND #4 JOHNSON ",,2.35,,,"DARK HORSE"
"443/0037","LOBSTER JOHNSON BURNING HAND #4 MIGNOLA 1-5",,2.99,,,"DARK HORSE"
"443/0038","BPRD HELL ON EARTH LONG DEATH #3",,2.35,,,"DARK HORSE"
"443/0039","BPRD HELL ON EARTH PICKENS COUNTY HORROR #2 ",,2.35,,,"DARK HORSE"
"443/0040","GOON #39",,2.35,,,"DARK HORSE"
"443/0041","GOON VOL 11 DEFORMED BODY & DEVIOUS MIND  ","our price",9.42,"reduced from","£12.99","DARK HORSE"
"443/0042","CREEPY COMICS #8",,3.33,,,"DARK HORSE"
"443/0043","CREEPY ARCHIVES HC VOL 13  ","our price",27.54,"reduced from","£37.99","DARK HORSE"
"443/0044","RESET #1 (OF 4) BAGGE CVR",,2.35,,,"DARK HORSE"
"443/0045","RESET #1 (OF 4) KINDT VAR 1-3 CVR",,2.75,,,"DARK HORSE"
"443/0046","GROO VS CONAN #1 (OF 4)",,2.35,,,"DARK HORSE"
